Caudal_Ls,Corriente_A,Temperatura_C,Vibracion_mm_s,Lubricacion_pct,Presion_PSI,Estado
64.93,76.07,68.39,4.93,70.34,89.01,Alerta
88.48,64.98,62.9,1.61,80.47,90.25,Normal
72.84,55.15,54.73,1.4,85.21,43.22,Normal
88.61,61.8,62.98,1.48,94.05,46.27,Normal
103.32,54.46,48.07,2.04,91.42,65.85,Normal
50.52,74.01,91.27,4.11,67.41,92.37,Alerta
59.81,74.92,86.03,5.58,67.78,87.09,Alerta
23.7,106.23,116.73,4.27,40.75,113.41,Crítico
42.94,105.85,104.1,5.55,48.77,107.22,Crítico
76.08,45.54,48.01,1.55,78.77,57.33,Normal
99.78,88.75,113.66,9.94,54.94,12.47,Crítico
58.57,78.62,84.0,3.1,66.18,96.53,Alerta
59.96,79.81,54.25,3.18,68.83,86.93,Alerta
72.3,51.12,64.52,2.68,98.17,77.36,Alerta
84.88,61.7,61.16,1.52,81.81,57.47,Normal
106.55,57.42,54.1,2.21,78.94,59.11,Normal
82.17,41.04,45.17,1.92,93.55,75.49,Alerta
55.85,74.75,79.82,4.44,68.78,89.21,Alerta
104.0,63.64,56.71,1.04,94.81,67.34,Normal
98.53,62.07,59.57,2.28,82.06,68.63,Normal
87.62,48.49,48.03,1.41,97.6,64.05,Alerta
66.8,74.88,93.88,5.71,65.17,96.75,Crítico
65.81,67.56,71.42,5.51,77.31,91.97,Alerta
72.17,44.42,56.9,2.18,99.92,40.77,Alerta
105.32,63.46,56.14,2.16,85.77,44.49,Normal
53.75,79.56,75.87,3.1,72.71,98.82,Alerta
96.36,48.68,66.73,2.21,93.67,64.56,Normal
80.39,57.17,64.95,1.46,83.32,76.21,Normal
25.33,107.62,100.16,9.74,58.86,114.85,Crítico
65.2,75.96,72.51,3.11,64.05,81.85,Normal
80.96,60.28,53.46,2.6,97.32,70.68,Normal
90.52,84.8,95.42,8.7,32.66,12.16,Crítico
82.13,41.05,60.61,2.63,89.67,41.79,Normal
22.09,103.03,119.65,8.54,38.01,139.75,Alerta
57.94,76.81,81.81,5.65,73.51,86.63,Alerta
31.96,99.49,101.61,8.05,93.55,37.6,Crítico
68.0,71.71,72.79,2.99,91.26,94.0,Alerta
23.57,99.57,75.51,10.64,34.28,116.27,Crítico
78.79,65.43,67.89,1.48,98.3,74.95,Normal
61.2,89.18,117.56,7.22,47.27,28.2,Crítico
66.47,70.66,77.18,3.4,64.71,89.15,Alerta
74.82,59.01,50.29,1.71,77.67,70.02,Normal
60.39,67.29,79.94,5.47,61.18,90.27,Alerta
74.9,50.37,55.16,2.55,91.75,66.73,Alerta
100.48,43.36,67.83,5.5,80.56,79.19,Normal
30.94,41.26,111.02,10.14,20.53,11.09,Crítico
90.18,58.47,65.48,1.3,97.5,94.88,Normal
25.03,103.2,118.03,11.48,25.67,10.44,Alerta
108.49,67.85,49.04,2.49,99.49,70.4,Alerta
91.43,51.71,54.79,2.03,94.57,44.57,Normal
28.07,88.16,99.7,10.26,66.45,119.76,Alerta
38.81,99.86,103.15,7.23,22.25,74.07,Crítico
29.36,102.51,106.43,10.49,37.47,12.05,Alerta
34.81,104.21,109.24,10.05,56.42,134.96,Crítico
42.23,101.27,109.01,11.3,87.27,118.94,Crítico
63.29,77.96,88.35,3.42,68.83,95.44,Alerta
65.38,69.58,79.67,5.47,73.72,87.89,Crítico
108.16,64.46,50.35,1.98,94.82,78.88,Normal
89.5,45.21,88.41,2.29,94.99,67.33,Normal
55.63,76.44,82.45,1.93,62.25,83.72,Alerta
98.05,57.08,50.68,2.49,89.43,48.42,Alerta
53.5,69.84,87.37,5.97,98.78,81.16,Alerta
79.89,55.79,57.86,1.59,95.76,52.9,Normal
66.67,66.99,89.22,2.26,64.94,92.77,Alerta
54.71,69.28,86.14,4.31,65.62,96.84,Alerta
62.35,70.71,79.51,5.08,72.54,93.04,Alerta
53.37,66.52,91.78,4.06,64.95,93.77,Alerta
39.14,86.61,99.83,10.48,46.7,36.86,Crítico
66.52,73.56,81.58,4.15,62.42,85.24,Alerta
86.54,46.12,64.01,1.7,94.16,52.1,Alerta
90.66,52.32,56.75,2.59,78.18,68.97,Normal
66.43,66.45,94.36,5.93,62.17,90.79,Alerta
68.58,69.24,85.05,3.14,73.72,73.25,Alerta
67.53,66.56,89.23,5.92,69.03,99.84,Alerta
88.87,47.28,59.04,1.22,80.77,48.58,Normal
54.19,70.0,75.44,3.91,70.68,94.89,Alerta
105.88,59.35,66.32,1.65,86.34,74.41,Normal
83.6,53.14,58.92,1.96,94.58,68.22,Normal
31.97,88.23,113.53,10.19,31.2,127.09,Crítico
51.8,68.33,74.49,4.76,64.64,82.61,Alerta
76.0,59.82,55.79,2.45,85.59,53.75,Normal
60.58,71.44,83.35,3.47,68.46,91.94,Alerta
95.33,51.05,68.83,1.16,91.88,97.65,Normal
95.29,60.15,51.37,2.28,78.55,49.25,Alerta
49.65,86.33,103.56,11.4,58.31,11.23,Crítico
57.28,72.94,86.96,3.7,60.43,98.74,Alerta
53.39,71.14,52.06,3.57,69.46,95.07,Alerta
53.16,71.16,71.56,3.18,72.17,90.34,Alerta
104.41,63.32,64.76,1.15,93.19,69.0,Normal
105.07,41.68,53.84,5.89,95.54,76.45,Normal
59.95,73.29,86.84,5.07,64.21,98.57,Crítico
50.16,79.62,92.65,3.6,71.44,82.85,Alerta
68.08,75.05,87.83,5.22,66.69,93.27,Alerta
94.32,58.55,53.49,1.39,91.65,53.59,Normal
57.4,73.85,71.7,3.61,64.45,85.15,Alerta
58.24,71.26,71.72,3.9,72.35,93.64,Alerta
92.36,57.72,58.41,1.31,83.03,53.3,Normal
105.86,58.01,56.78,1.02,65.72,51.45,Normal
80.09,43.19,57.21,1.29,98.27,52.0,Normal
42.57,82.34,99.82,6.18,33.85,138.27,Crítico
49.56,109.05,93.95,6.99,42.73,109.61,Alerta
85.58,41.77,58.73,1.67,89.27,69.34,Normal
83.41,52.42,89.55,1.35,80.24,61.96,Normal
99.46,61.83,55.53,1.82,88.22,57.37,Normal
108.78,40.7,60.13,1.95,77.09,61.62,Normal
89.77,51.08,48.24,1.67,94.38,75.35,Normal
63.27,74.83,89.95,3.43,62.07,82.37,Alerta
60.94,73.85,84.95,3.5,61.91,84.89,Alerta
109.7,42.14,57.04,1.63,97.01,54.36,Normal
64.48,73.68,71.14,2.93,71.01,88.5,Alerta
65.81,69.34,94.01,3.41,63.99,96.12,Alerta
90.14,51.23,56.23,2.23,95.74,71.18,Normal
58.76,68.27,61.82,4.12,66.55,97.36,Alerta
100.18,61.68,51.4,2.23,90.58,75.78,Alerta
63.26,77.69,94.26,4.29,62.22,49.07,Alerta
51.93,71.67,93.96,5.35,64.39,85.14,Alerta
70.79,48.97,54.68,1.57,94.04,66.47,Normal
99.0,53.55,55.73,2.59,91.7,79.27,Normal
93.81,58.31,62.23,2.39,85.35,64.41,Alerta
91.65,47.97,45.77,1.28,82.68,69.72,Normal
51.44,76.73,77.14,3.88,63.47,93.49,Alerta
86.49,52.31,63.97,2.79,84.67,43.14,Normal
98.7,71.07,83.12,4.64,67.59,90.42,Alerta
84.99,47.83,59.99,2.16,82.71,42.79,Alerta
76.49,47.07,60.33,2.39,73.29,71.45,Normal
57.62,67.84,82.96,3.73,71.4,90.14,Normal
70.45,49.17,51.29,2.56,78.68,73.44,Normal
64.57,76.33,93.84,3.62,73.54,91.23,Alerta
56.35,68.77,85.53,4.71,66.67,98.1,Alerta
73.54,58.82,69.83,2.72,89.03,40.01,Normal
66.48,48.58,94.73,4.32,69.67,96.76,Alerta
77.48,56.15,51.08,2.63,88.64,54.93,Normal
36.24,98.42,100.97,7.34,45.31,68.26,Crítico
65.7,70.92,85.6,5.98,70.98,93.95,Alerta
20.87,106.06,97.16,11.22,33.46,102.37,Crítico
68.97,68.17,71.74,5.06,69.4,86.83,Alerta
57.63,73.39,63.34,4.89,66.6,99.47,Alerta
99.43,40.28,62.36,2.75,97.69,48.4,Normal
50.42,70.59,90.59,4.36,63.35,88.92,Alerta
66.74,73.1,92.29,3.84,64.66,98.14,Alerta
59.01,69.19,71.16,4.46,65.5,65.35,Alerta
22.44,103.1,98.48,4.92,56.88,35.43,Crítico
75.97,75.4,83.44,3.37,63.29,94.25,Alerta
100.93,40.84,48.96,1.25,80.55,65.86,Normal
37.81,81.22,101.04,7.63,38.13,15.09,Crítico
90.13,50.19,58.84,2.12,86.93,60.65,Normal
95.26,61.41,54.1,2.8,89.41,65.9,Normal
96.6,52.03,62.17,1.44,94.38,55.52,Normal
76.4,63.58,62.96,1.97,78.64,65.39,Normal
43.65,97.02,101.85,9.56,46.7,24.87,Crítico
99.69,55.59,55.13,1.5,98.47,42.4,Normal
90.45,61.53,46.85,1.48,85.61,45.12,Normal
51.52,70.05,73.27,5.3,70.51,82.94,Alerta
87.28,46.78,58.43,1.84,94.69,65.32,Normal
63.45,75.42,90.93,3.89,69.99,91.43,Alerta
81.15,43.87,57.29,2.16,96.73,53.8,Normal
86.58,45.91,66.38,2.06,98.51,70.66,Normal
79.15,61.7,63.45,1.09,99.12,66.2,Alerta
84.9,61.64,68.68,1.02,83.17,58.95,Normal
93.14,40.0,69.24,1.54,92.42,66.74,Normal
85.68,43.6,52.88,2.44,76.06,46.97,Normal
31.5,106.29,108.38,7.52,40.08,27.65,Crítico
67.75,79.18,74.54,4.65,64.47,81.53,Alerta
33.52,81.29,115.75,10.45,40.05,24.85,Crítico
53.6,68.47,84.33,5.02,67.88,89.49,Normal
67.3,66.6,72.68,5.87,63.09,96.5,Alerta
29.81,92.28,111.43,6.53,27.48,12.02,Crítico
67.34,68.18,89.65,3.58,65.34,98.81,Alerta
28.57,104.75,102.43,9.81,34.67,77.33,Crítico
34.7,107.07,97.28,9.53,52.92,74.63,Crítico
50.51,70.34,91.9,4.92,67.78,94.42,Crítico
104.26,54.96,48.74,1.97,76.13,58.85,Normal
63.28,77.17,87.2,4.9,66.39,82.2,Alerta
72.91,46.49,49.73,1.92,94.02,53.69,Alerta
50.14,78.05,91.06,5.95,70.76,85.18,Normal
57.0,69.04,80.07,3.34,65.78,85.66,Crítico
104.8,60.37,64.05,2.02,98.92,49.94,Normal
57.81,69.64,83.4,5.33,73.2,95.55,Alerta
74.73,53.28,69.2,2.09,76.88,78.82,Normal
102.31,42.12,49.8,2.16,79.45,48.51,Normal
20.5,103.24,114.46,6.88,49.67,79.37,Crítico
53.27,79.31,93.68,5.96,61.69,71.83,Alerta
62.42,78.44,75.11,3.68,63.58,94.34,Alerta
70.97,56.53,53.32,2.04,96.93,64.97,Normal
84.88,45.3,54.09,1.39,96.98,45.18,Normal
68.31,75.44,85.75,4.93,63.6,91.69,Alerta
78.81,41.94,61.97,1.1,91.19,45.29,Normal
58.97,78.19,87.86,5.42,70.72,90.08,Alerta
57.39,75.74,79.13,4.92,65.14,93.23,Alerta
81.9,90.61,113.24,8.35,30.48,112.81,Crítico
86.03,43.24,47.05,1.23,77.67,68.06,Normal
30.3,102.17,106.34,6.28,57.1,38.26,Crítico
71.47,79.34,85.78,3.82,71.9,95.46,Alerta
39.93,81.56,110.47,8.79,47.79,109.84,Crítico
68.03,64.14,65.48,1.36,90.4,54.65,Normal
73.22,47.58,81.29,1.01,98.02,73.83,Normal
57.82,70.32,78.65,4.4,68.62,95.24,Alerta
42.9,97.98,112.81,8.14,35.0,27.11,Crítico
83.21,77.64,88.93,5.19,69.2,84.14,Alerta
57.16,77.12,77.26,3.03,68.51,98.78,Alerta
63.88,75.49,85.56,4.5,67.38,88.3,Alerta
61.93,71.41,92.67,3.8,62.15,84.95,Alerta
48.2,108.39,98.04,7.18,51.03,40.69,Crítico
98.15,58.29,49.21,1.79,92.74,52.55,Alerta
26.21,97.93,107.01,6.69,55.13,38.07,Crítico
43.24,104.61,104.84,6.63,24.37,108.49,Crítico
65.61,68.31,81.2,4.56,61.04,88.37,Alerta
72.4,74.47,84.51,5.33,60.64,98.73,Alerta
59.4,74.04,76.94,5.86,63.71,81.8,Alerta
48.64,55.81,112.99,7.98,57.0,17.52,Crítico
23.12,101.61,96.86,11.12,58.06,28.61,Crítico
33.35,100.43,95.5,10.47,27.69,122.55,Crítico
23.24,80.68,109.38,11.59,51.37,19.93,Crítico
62.51,69.95,84.68,3.75,67.65,93.18,Alerta
77.57,54.27,56.17,2.79,92.8,64.55,Normal
90.86,53.47,67.14,1.41,84.88,44.22,Alerta
21.13,105.83,75.62,8.41,47.41,126.66,Alerta
44.64,94.85,103.39,9.2,44.79,121.76,Crítico
67.17,71.3,88.96,4.84,73.19,73.51,Alerta
94.13,52.93,68.28,1.84,76.56,40.09,Normal
102.14,40.45,55.11,2.75,86.68,44.1,Normal
78.89,53.13,51.76,1.41,76.98,51.43,Normal
71.68,44.93,53.49,2.06,88.08,45.07,Normal
51.75,69.44,75.87,1.89,63.56,85.19,Alerta
83.83,71.05,51.35,2.19,92.04,61.32,Normal
82.12,43.49,68.15,2.68,95.66,42.73,Normal
99.05,48.07,46.51,1.09,89.82,48.33,Normal
98.16,48.52,47.95,1.95,78.49,71.2,Normal
61.42,72.81,90.7,4.11,67.59,91.19,Alerta
46.55,99.52,107.77,5.87,46.24,20.27,Crítico
28.24,83.58,119.1,11.85,40.69,30.35,Crítico
84.81,62.75,52.95,2.72,94.48,56.42,Normal
61.49,74.7,82.97,3.33,62.97,94.4,Alerta
66.93,52.43,88.99,2.91,64.37,85.39,Alerta
101.3,45.75,56.05,1.05,82.4,44.53,Normal
25.19,107.65,117.42,6.86,47.22,96.54,Crítico
47.94,89.57,104.57,3.25,50.39,20.02,Crítico
105.82,62.39,48.83,1.45,85.66,54.37,Normal
96.9,58.07,50.6,1.28,92.53,53.24,Normal
109.6,60.66,62.0,2.5,96.64,51.72,Normal
107.96,45.81,46.01,1.26,99.94,51.42,Normal
53.24,69.69,90.93,5.41,65.16,95.92,Alerta
38.77,95.8,105.27,3.6,53.95,132.18,Crítico
100.59,41.82,92.37,1.88,82.42,72.18,Normal
36.34,84.23,116.44,6.62,36.44,128.81,Crítico
72.49,42.24,55.26,3.44,87.65,60.73,Alerta
40.51,105.34,102.32,8.23,50.72,25.26,Crítico
86.95,60.58,48.18,1.48,88.92,55.7,Normal
63.06,77.46,76.04,3.35,71.89,50.82,Alerta
93.09,41.81,61.39,1.86,96.69,48.81,Normal
25.83,107.9,105.3,8.04,48.78,116.02,Alerta
56.56,79.93,74.21,2.91,61.98,92.8,Alerta
68.67,79.12,90.59,4.03,63.77,87.11,Alerta
38.77,80.14,116.72,8.55,47.95,34.48,Crítico
89.66,60.27,51.03,2.27,99.53,56.89,Normal
109.52,44.39,67.61,1.2,76.95,41.25,Normal
82.93,54.91,65.91,2.3,96.68,58.38,Normal
33.42,81.68,112.43,9.36,55.24,102.14,Alerta
21.28,92.32,109.08,9.47,38.32,18.34,Crítico
53.49,72.87,85.71,4.37,68.48,90.35,Alerta
86.43,57.95,69.64,2.01,83.26,78.27,Normal
60.01,79.69,78.56,3.3,73.31,84.58,Alerta
107.15,58.11,68.85,1.52,89.17,59.38,Normal
90.9,44.72,62.07,1.64,75.51,69.19,Normal
79.68,52.23,64.98,1.51,81.55,69.26,Normal
74.06,44.67,46.74,1.98,77.76,41.1,Normal
61.95,69.84,73.87,5.49,68.76,93.68,Alerta
87.57,48.17,77.68,2.25,94.55,44.33,Alerta
96.5,50.34,49.34,1.33,84.94,49.74,Normal
107.76,64.47,69.01,1.7,95.64,45.8,Normal
50.6,73.0,66.96,3.22,71.12,95.63,Alerta
73.22,42.51,46.72,2.34,76.68,70.95,Normal
99.49,64.38,51.42,1.95,99.94,46.7,Normal
70.81,63.66,48.16,1.02,94.26,63.92,Normal
52.08,51.2,71.21,4.28,72.69,96.63,Alerta
53.4,66.3,88.48,3.69,66.21,84.42,Alerta
101.75,61.15,55.23,1.95,76.45,47.97,Normal
29.98,84.87,109.22,9.96,46.99,33.24,Crítico
72.06,55.59,66.45,2.69,87.34,46.15,Normal
71.44,57.74,47.7,2.34,96.79,48.63,Normal
57.25,74.41,93.26,3.88,73.56,83.72,Alerta
26.88,102.08,97.92,6.67,58.22,127.08,Crítico
91.82,57.37,66.69,1.15,99.74,72.1,Normal
64.53,76.11,85.18,5.34,63.3,93.39,Alerta
21.11,101.52,97.34,6.74,41.84,110.24,Crítico
49.22,94.87,109.89,2.42,53.04,35.86,Crítico
23.31,86.88,119.58,2.07,38.02,115.56,Crítico
70.01,64.15,66.31,2.26,76.03,72.28,Normal
109.51,69.6,94.38,4.69,73.65,93.74,Alerta
94.57,66.64,71.13,4.2,71.49,92.91,Alerta
72.29,49.5,65.78,1.4,78.48,66.56,Alerta
55.05,73.36,80.97,5.34,65.04,84.86,Normal
81.23,57.29,64.33,1.68,77.95,65.41,Normal
57.43,69.34,76.52,4.39,64.99,96.51,Alerta
45.22,96.32,101.45,11.37,33.12,136.93,Crítico
72.01,48.34,61.95,2.0,97.14,64.66,Normal
58.13,69.86,89.06,3.28,60.32,92.87,Alerta
32.15,83.75,105.01,6.5,28.47,17.9,Crítico
34.0,109.94,102.19,11.29,75.27,108.08,Crítico
50.04,78.5,73.86,5.76,76.08,93.86,Crítico
23.16,88.19,74.78,7.07,51.97,118.31,Crítico
93.5,42.64,62.55,2.64,84.42,66.13,Normal
102.28,40.96,69.95,2.73,82.6,48.3,Normal
76.32,63.98,69.49,2.14,78.22,49.14,Normal
90.47,44.66,50.5,2.76,96.11,57.76,Normal
53.59,79.92,80.78,3.69,72.05,90.09,Alerta
85.46,54.24,48.36,1.1,76.86,50.56,Normal
81.81,46.94,53.66,1.23,80.39,65.71,Normal
42.79,98.78,109.84,7.17,42.99,11.53,Crítico
36.16,81.66,53.6,9.62,20.1,10.0,Crítico
39.65,86.67,119.34,8.74,32.54,125.42,Crítico
93.42,63.55,68.97,2.34,96.86,78.33,Normal
71.68,63.12,55.05,2.6,61.23,68.9,Alerta
70.48,63.82,69.04,2.13,78.59,42.22,Normal
20.58,102.58,117.31,9.47,51.06,27.93,Crítico
38.79,106.48,112.54,7.76,37.57,87.3,Crítico
65.35,71.35,93.57,1.78,68.43,83.29,Alerta
45.47,106.37,49.96,7.04,35.16,38.9,Crítico
41.25,97.19,107.5,5.3,21.26,17.1,Crítico
105.46,54.08,62.71,2.65,86.49,65.88,Normal
54.07,77.2,92.76,3.65,62.08,91.12,Alerta
96.32,48.18,67.9,1.64,90.94,78.59,Normal
30.74,100.25,98.2,5.0,36.68,36.71,Crítico
104.8,52.43,53.74,1.04,82.81,68.52,Normal
37.56,102.75,105.73,8.47,34.88,125.37,Crítico
94.91,50.66,48.05,2.46,95.0,54.21,Normal
25.88,95.12,113.25,9.06,82.31,18.64,Crítico
83.99,50.83,69.87,2.59,79.03,74.96,Normal
102.39,42.59,58.45,1.08,86.21,45.98,Normal
38.01,96.22,119.83,6.58,62.95,104.52,Crítico
61.69,71.72,91.28,3.86,69.98,96.64,Alerta
56.15,79.74,91.26,4.29,73.76,82.2,Alerta
70.22,52.13,60.89,5.6,86.74,78.16,Normal
62.17,66.37,78.06,3.75,75.92,92.85,Alerta
53.56,70.49,83.85,4.96,71.9,99.88,Alerta
64.0,67.34,86.98,3.98,71.62,84.69,Alerta
92.03,59.67,63.06,1.95,96.16,42.96,Normal
101.06,77.35,66.86,2.09,84.76,64.4,Normal
20.11,97.44,107.61,6.15,52.38,10.33,Crítico
70.41,63.52,49.85,1.21,94.11,74.13,Normal
55.91,67.49,85.25,4.5,60.48,95.81,Alerta
63.99,71.43,65.13,4.18,69.0,89.98,Alerta
92.86,79.18,66.91,1.58,89.77,66.14,Normal
99.09,60.61,45.67,2.34,89.64,48.33,Normal
24.24,88.01,117.58,9.8,65.68,109.16,Crítico
24.68,104.37,117.91,11.3,48.61,86.91,Crítico
48.79,81.29,117.67,9.44,49.64,118.0,Crítico
59.92,68.45,71.67,4.47,61.27,60.9,Alerta
72.31,48.81,51.81,2.16,92.51,53.07,Normal
51.48,78.57,79.2,3.22,64.07,49.42,Alerta
55.43,73.12,82.72,3.84,66.81,87.91,Alerta
87.39,63.31,46.08,1.58,88.69,49.81,Normal
77.66,59.76,66.92,2.1,82.26,67.0,Normal
98.53,58.92,58.88,1.77,95.38,47.76,Alerta
94.67,42.15,66.31,1.08,79.08,56.12,Normal
97.41,42.37,56.76,1.59,86.57,40.45,Normal
88.18,51.16,62.43,2.11,96.45,43.7,Normal
77.17,64.49,55.69,1.98,99.14,40.93,Normal
58.27,74.79,81.93,4.22,66.67,95.7,Alerta
20.61,82.01,114.46,6.99,21.77,16.61,Crítico
50.51,74.53,77.48,1.19,68.17,93.04,Alerta
91.43,54.72,60.03,2.41,94.94,47.81,Normal
54.41,75.58,80.86,4.93,73.01,81.01,Alerta
79.48,79.56,57.81,1.16,83.29,65.73,Normal
68.47,77.03,86.59,4.94,66.72,87.35,Normal
67.04,73.05,80.93,2.99,76.52,91.19,Alerta
42.98,85.42,119.79,8.16,49.03,130.95,Crítico
91.06,58.09,60.05,1.77,80.8,63.54,Normal
105.63,53.78,69.95,1.88,98.38,64.18,Normal
71.68,44.22,54.21,2.74,76.05,44.01,Normal
107.39,57.42,56.08,4.53,96.35,67.28,Normal
22.08,99.94,96.6,7.8,44.6,18.66,Crítico
58.87,69.96,78.47,2.35,72.45,81.22,Alerta
87.74,98.65,114.96,7.76,32.57,133.01,Crítico
102.35,57.2,51.3,2.09,79.44,50.79,Normal
74.08,44.78,46.36,2.71,92.61,48.88,Normal
65.24,74.94,81.86,3.44,61.04,84.07,Crítico
71.26,59.57,55.82,1.75,87.59,57.54,Normal
54.8,75.49,86.39,4.74,67.02,89.94,Alerta
63.39,77.79,87.11,4.66,68.16,89.99,Alerta
56.48,63.33,76.48,3.66,70.96,97.75,Alerta
57.57,75.35,74.92,3.78,61.24,88.57,Normal
72.85,42.45,48.31,1.08,92.55,79.75,Normal
61.81,78.73,93.91,5.13,62.9,82.13,Alerta
28.1,101.41,109.11,10.42,39.2,26.83,Crítico
64.56,78.91,72.01,2.98,72.93,98.76,Alerta
61.01,74.3,75.73,4.85,60.53,98.26,Alerta
43.99,103.13,107.55,10.81,24.33,26.36,Crítico
75.69,61.88,56.6,1.68,83.33,65.85,Normal
32.19,89.87,103.98,10.91,26.7,118.66,Alerta
71.22,49.29,59.77,2.42,87.85,76.72,Normal
88.28,72.52,81.0,5.98,61.75,86.08,Alerta
73.51,61.69,68.68,2.79,93.59,53.29,Normal
59.18,87.39,119.38,7.14,30.79,124.25,Crítico
109.13,41.11,55.0,1.78,95.08,53.17,Normal
99.26,55.66,60.2,2.26,79.32,66.86,Normal
50.95,69.29,82.09,2.99,69.87,95.95,Alerta
44.56,103.35,105.45,8.91,35.22,102.16,Crítico
31.75,98.28,105.92,7.48,44.46,95.92,Alerta
42.85,90.94,99.52,9.97,28.85,138.19,Crítico
67.79,75.47,72.44,4.9,72.99,88.94,Alerta
38.91,100.51,101.15,6.39,23.95,14.71,Crítico
63.27,77.71,71.2,5.06,63.79,95.05,Alerta
85.57,59.3,53.85,1.48,87.69,53.84,Alerta
61.32,78.72,76.52,5.34,68.18,82.01,Alerta
102.04,49.14,59.48,2.32,78.24,56.24,Normal
108.5,54.39,45.8,2.28,95.12,44.81,Alerta
34.15,108.05,115.69,11.59,25.03,112.93,Crítico
66.09,79.55,84.54,5.33,63.18,86.5,Normal
61.68,79.77,83.61,3.91,71.24,89.59,Alerta
68.23,67.36,84.41,5.24,69.82,99.84,Alerta
91.88,44.72,67.43,1.15,86.19,79.06,Normal
85.57,64.17,51.73,2.32,97.97,48.79,Alerta
41.51,86.52,69.97,8.49,30.71,21.37,Crítico
29.33,80.99,99.14,2.6,38.76,27.28,Crítico
39.89,85.37,105.61,11.59,31.91,34.22,Crítico
29.49,89.7,102.84,6.38,34.16,26.91,Crítico
75.08,40.56,46.3,1.67,97.54,60.54,Alerta
62.87,69.59,84.9,3.38,68.04,96.08,Alerta
108.8,57.67,63.23,1.31,75.82,60.62,Normal
89.33,63.13,64.61,2.29,80.83,77.62,Normal
74.28,44.27,69.42,1.81,92.59,47.68,Normal
93.26,55.68,55.02,1.27,82.58,64.58,Normal
62.82,74.61,93.94,5.79,64.23,92.39,Alerta
67.8,69.04,83.3,4.91,70.47,88.0,Alerta
104.51,60.97,45.62,1.06,87.72,72.58,Alerta
59.23,69.22,86.02,4.68,62.93,89.77,Alerta
51.09,74.26,81.4,4.91,65.38,87.26,Alerta
30.35,85.72,112.67,9.72,34.18,32.46,Crítico
108.8,46.72,52.41,1.71,86.89,76.32,Normal
40.96,95.97,109.08,10.32,63.1,108.78,Crítico
89.05,53.59,55.88,2.04,70.22,57.55,Normal
20.98,95.16,96.06,3.49,33.71,120.14,Crítico
22.25,82.3,96.64,11.52,54.01,33.19,Alerta
62.77,70.47,78.79,3.06,71.23,90.35,Alerta
72.47,50.1,69.76,1.06,84.94,68.68,Alerta
102.28,46.22,49.46,1.51,90.54,57.39,Normal
74.45,57.6,65.36,1.35,90.63,50.13,Alerta
38.09,88.41,103.54,10.81,43.5,73.64,Crítico
106.36,44.11,69.53,1.46,60.12,49.31,Normal
98.25,56.6,85.17,2.74,87.21,69.16,Normal
21.28,101.77,113.59,1.8,42.07,110.65,Crítico
108.79,46.99,68.07,1.62,88.0,78.57,Normal
77.41,56.21,58.33,1.01,94.31,42.42,Normal
61.58,72.06,73.95,3.28,94.6,91.96,Alerta
53.05,50.33,50.41,1.88,79.12,45.93,Normal
94.04,48.15,52.06,1.65,82.45,51.72,Alerta
107.22,58.61,65.83,2.62,91.92,65.81,Normal
76.42,47.46,66.04,1.15,94.46,79.44,Normal
40.71,89.5,105.16,11.6,53.43,124.45,Alerta
71.27,55.24,60.69,1.62,94.62,57.37,Normal
90.77,45.07,46.17,1.35,89.72,41.17,Normal
103.64,64.18,45.87,2.58,94.0,44.06,Normal
24.72,86.62,108.51,8.66,94.55,39.81,Crítico
53.31,54.24,82.96,3.13,69.57,88.05,Alerta
56.14,69.64,85.0,4.22,72.14,85.15,Alerta
68.58,67.21,84.04,5.6,69.11,92.78,Normal
39.56,80.11,105.97,10.03,23.33,129.12,Alerta
25.7,97.56,104.39,10.17,23.1,23.27,Crítico
75.38,46.31,69.55,1.05,97.66,61.31,Normal
67.81,73.46,83.06,5.35,62.04,89.65,Alerta
21.94,89.39,119.61,10.52,56.96,13.36,Crítico
105.09,57.33,47.86,1.81,81.41,53.3,Normal
30.44,92.23,79.77,9.91,41.7,22.97,Crítico
27.36,86.59,116.67,11.96,43.24,117.25,Alerta
36.85,93.24,106.65,6.62,45.55,104.53,Crítico
91.87,40.76,46.73,2.41,80.91,49.15,Normal
104.97,44.28,53.06,1.93,81.44,78.9,Normal
97.54,54.17,45.94,2.76,95.63,51.85,Normal
74.2,85.52,114.44,8.9,48.18,121.06,Crítico
22.28,93.23,116.55,4.71,22.34,104.33,Crítico
58.77,71.63,80.83,5.51,72.78,91.42,Alerta
53.24,71.22,85.01,5.01,71.57,85.1,Alerta
58.01,73.04,75.49,5.14,61.71,89.47,Alerta
50.37,74.31,83.25,5.0,71.5,85.49,Alerta
99.99,45.23,57.2,2.14,93.07,76.85,Normal
20.03,94.72,100.29,11.81,20.46,54.74,Crítico
57.96,77.07,75.16,4.75,62.37,93.31,Alerta
51.94,70.13,93.99,3.9,97.04,81.4,Alerta
23.74,84.75,115.54,7.24,76.83,13.42,Crítico
57.32,74.26,85.12,5.99,66.71,89.05,Alerta
106.28,51.63,67.23,1.18,84.27,40.98,Normal
104.23,54.66,47.3,1.9,73.19,51.41,Normal
71.05,51.77,63.79,1.85,92.08,54.09,Normal
68.69,42.05,89.61,4.96,66.6,93.66,Normal
61.01,70.17,84.19,3.94,67.74,97.44,Normal
50.11,70.88,52.28,3.52,71.03,92.52,Alerta
